schema,object_name,object_type,owner,estimated_rows,exact_rows_when_safe,size_bytes,created_date,last_definition_change,last_write_evidence,date_coverage,primary_identity_columns,primary_key,foreign_key_dependencies,dependent_views_functions,trigger_writers,rls_enabled,active_repository_callers,active_scheduled_callers,known_research_callers
auth,users.users_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX users_pkey ON auth.users USING btree (id),,,,,,,,,,
auth,webauthn_challenges.webauthn_challenges_expires_at_idx,INDEX,,,,,,,CREATE INDEX webauthn_challenges_expires_at_idx ON auth.webauthn_challenges USING btree (expires_at),,,,,,,,,,
auth,webauthn_challenges.webauthn_challenges_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX webauthn_challenges_pkey ON auth.webauthn_challenges USING btree (id),,,,,,,,,,
auth,webauthn_challenges.webauthn_challenges_user_id_idx,INDEX,,,,,,,CREATE INDEX webauthn_challenges_user_id_idx ON auth.webauthn_challenges USING btree (user_id),,,,,,,,,,
auth,webauthn_credentials.webauthn_credentials_credential_id_key,INDEX,,,,,,,CREATE UNIQUE INDEX webauthn_credentials_credential_id_key ON auth.webauthn_credentials USING btree (credential_id),,,,,,,,,,
auth,webauthn_credentials.webauthn_credentials_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX webauthn_credentials_pkey ON auth.webauthn_credentials USING btree (id),,,,,,,,,,
auth,webauthn_credentials.webauthn_credentials_user_id_idx,INDEX,,,,,,,CREATE INDEX webauthn_credentials_user_id_idx ON auth.webauthn_credentials USING btree (user_id),,,,,,,,,,
cron,job.job_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX job_pkey ON cron.job USING btree (jobid),,,,,,,,,,
cron,job.jobname_username_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX jobname_username_uniq ON cron.job USING btree (jobname, username)",,,,,,,,,,
cron,job_run_details.job_run_details_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX job_run_details_pkey ON cron.job_run_details USING btree (runid),,,,,,,,,,
mlb,bvp_stats.bvp_stats_game_batter_pitcher_idx,INDEX,,,,,,,"CREATE INDEX bvp_stats_game_batter_pitcher_idx ON mlb.bvp_stats USING btree (game_id, batter_id, pitcher_id)",,,,,,,,,,
mlb,bvp_stats.bvp_stats_game_batter_pitcher_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX bvp_stats_game_batter_pitcher_uniq ON mlb.bvp_stats USING btree (game_id, batter_id, pitcher_id)",,,,,,,,,,
mlb,bvp_stats.bvp_stats_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX bvp_stats_pkey ON mlb.bvp_stats USING btree (game_id, batter_id, pitcher_id)",,,,,,,,,,
mlb,bvp_stats.idx_bvp_stats_batter_pitcher,INDEX,,,,,,,"CREATE INDEX idx_bvp_stats_batter_pitcher ON mlb.bvp_stats USING btree (batter_id, pitcher_id)",,,,,,,,,,
mlb,bvp_stats.idx_bvp_stats_game_batter_pitcher,INDEX,,,,,,,"CREATE INDEX idx_bvp_stats_game_batter_pitcher ON mlb.bvp_stats USING btree (game_id, batter_id, pitcher_id)",,,,,,,,,,
mlb,bvp_stats.idx_bvp_stats_pitcher_game,INDEX,,,,,,,"CREATE INDEX idx_bvp_stats_pitcher_game ON mlb.bvp_stats USING btree (pitcher_id, game_id)",,,,,,,,,,
mlb,game_info.game_info_game_id_key,INDEX,,,,,,,CREATE UNIQUE INDEX game_info_game_id_key ON mlb.game_info USING btree (game_id),,,,,,,,,,
mlb,game_info.game_info_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX game_info_pkey ON mlb.game_info USING btree (game_id),,,,,,,,,,
mlb,game_info.idx_game_info_away_team,INDEX,,,,,,,CREATE INDEX idx_game_info_away_team ON mlb.game_info USING btree (away_team_id),,,,,,,,,,
mlb,game_info.idx_game_info_game_date,INDEX,,,,,,,CREATE INDEX idx_game_info_game_date ON mlb.game_info USING btree (game_date),,,,,,,,,,
mlb,game_info.idx_game_info_home_team,INDEX,,,,,,,CREATE INDEX idx_game_info_home_team ON mlb.game_info USING btree (home_team_id),,,,,,,,,,
mlb,model_training_props.idx_line_diff,INDEX,,,,,,,CREATE INDEX idx_line_diff ON mlb.model_training_props USING btree (line_diff),,,,,,,,,,
mlb,model_training_props.idx_model_training_prediction_filter,INDEX,,,,,,,"CREATE INDEX idx_model_training_prediction_filter ON mlb.model_training_props USING btree (prop_type, prop_source)",,,,,,,,,,
mlb,model_training_props.idx_model_training_props_game_date_player_id,INDEX,,,,,,,"CREATE INDEX idx_model_training_props_game_date_player_id ON mlb.model_training_props USING btree (game_date, player_id)",,,,,,,,,,
mlb,model_training_props.idx_model_training_props_outcome,INDEX,,,,,,,CREATE INDEX idx_model_training_props_outcome ON mlb.model_training_props USING btree (outcome),,,,,,,,,,
mlb,model_training_props.idx_model_training_props_predicted_outcome,INDEX,,,,,,,CREATE INDEX idx_model_training_props_predicted_outcome ON mlb.model_training_props USING btree (predicted_outcome),,,,,,,,,,
mlb,model_training_props.idx_model_training_props_prop_type,INDEX,,,,,,,CREATE INDEX idx_model_training_props_prop_type ON mlb.model_training_props USING btree (prop_type),,,,,,,,,,
mlb,model_training_props.idx_mtp_lookup,INDEX,,,,,,,"CREATE INDEX idx_mtp_lookup ON mlb.model_training_props USING btree (player_id, game_id, prop_type, created_at DESC)",,,,,,,,,,
mlb,model_training_props.idx_mtp_pid_gid,INDEX,,,,,,,"CREATE INDEX idx_mtp_pid_gid ON mlb.model_training_props USING btree (player_id, game_id)",,,,,,,,,,
mlb,model_training_props.idx_mtp_profile_player_date_mlb_api,INDEX,,,,,,,"CREATE INDEX idx_mtp_profile_player_date_mlb_api ON mlb.model_training_props USING btree (player_id, game_date DESC) WHERE (prop_source = 'mlb_api'::text)",,,,,,,,,,
mlb,model_training_props.idx_mtp_profile_player_prop_date_mlb_api,INDEX,,,,,,,"CREATE INDEX idx_mtp_profile_player_prop_date_mlb_api ON mlb.model_training_props USING btree (player_id, prop_type, game_date DESC) WHERE (prop_source = 'mlb_api'::text)",,,,,,,,,,
mlb,model_training_props.idx_mtp_prop_date,INDEX,,,,,,,"CREATE INDEX idx_mtp_prop_date ON mlb.model_training_props USING btree (prop_type, game_date)",,,,,,,,,,
mlb,model_training_props.idx_mtp_type_date_labeled,INDEX,,,,,,,"CREATE INDEX idx_mtp_type_date_labeled ON mlb.model_training_props USING btree (prop_type, game_date) WHERE (result = ANY (ARRAY[(0)::double precision, (1)::double precision]))",,,,,,,,,,
mlb,model_training_props.idx_predicted_outcome_incomplete,INDEX,,,,,,,"CREATE INDEX idx_predicted_outcome_incomplete ON mlb.model_training_props USING btree (game_date, predicted_outcome, outcome)",,,,,,,,,,
mlb,model_training_props.idx_prop_type_outcome,INDEX,,,,,,,"CREATE INDEX idx_prop_type_outcome ON mlb.model_training_props USING btree (prop_type, outcome)",,,,,,,,,,
mlb,model_training_props.model_training_props_game_player_idx,INDEX,,,,,,,"CREATE INDEX model_training_props_game_player_idx ON mlb.model_training_props USING btree (game_id, player_id)",,,,,,,,,,
mlb,model_training_props.model_training_props_gpp_idx,INDEX,,,,,,,"CREATE INDEX model_training_props_gpp_idx ON mlb.model_training_props USING btree (game_id, player_id, prop_type)",,,,,,,,,,
mlb,model_training_props.model_training_props_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX model_training_props_pkey ON mlb.model_training_props USING btree (id),,,,,,,,,,
mlb,model_training_props.model_training_props_player_id_idx,INDEX,,,,,,,CREATE INDEX model_training_props_player_id_idx ON mlb.model_training_props USING btree (player_id),,,,,,,,,,
mlb,model_training_props.model_training_props_unique_src_idx,INDEX,,,,,,,"CREATE UNIQUE INDEX model_training_props_unique_src_idx ON mlb.model_training_props USING btree (game_id, player_id, prop_type, prop_source) WHERE (prop_source IS NOT NULL)",,,,,,,,,,
mlb,model_training_props.mtp_ix_player_game_null,INDEX,,,,,,,"CREATE INDEX mtp_ix_player_game_null ON mlb.model_training_props USING btree (player_id, game_id) WHERE (team_id IS NULL)",,,,,,,,,,
mlb,model_training_props.mtp_ix_team_id,INDEX,,,,,,,CREATE INDEX mtp_ix_team_id ON mlb.model_training_props USING btree (team_id),,,,,,,,,,
mlb,model_training_props.mtp_ix_team_norm_null,INDEX,,,,,,,CREATE INDEX mtp_ix_team_norm_null ON mlb.model_training_props USING btree (TRIM(BOTH FROM upper(team))) WHERE ((team_id IS NULL) AND (team IS NOT NULL) AND (team <> ''::text)),,,,,,,,,,
mlb,model_training_props.unique_player_game_prop,INDEX,,,,,,,"CREATE UNIQUE INDEX unique_player_game_prop ON mlb.model_training_props USING btree (player_id, game_id, prop_type, prop_source)",,,,,,,,,,
mlb,player_derived_stats.idx_pds_pid_gid,INDEX,,,,,,,"CREATE INDEX idx_pds_pid_gid ON mlb.player_derived_stats USING btree (player_id, game_id)",,,,,,,,,,
mlb,player_derived_stats.player_derived_stats_game_player_idx,INDEX,,,,,,,"CREATE INDEX player_derived_stats_game_player_idx ON mlb.player_derived_stats USING btree (game_id, player_id)",,,,,,,,,,
mlb,player_derived_stats.player_derived_stats_game_player_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX player_derived_stats_game_player_uniq ON mlb.player_derived_stats USING btree (game_id, player_id)",,,,,,,,,,
mlb,player_derived_stats.player_derived_stats_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX player_derived_stats_pkey ON mlb.player_derived_stats USING btree (id),,,,,,,,,,
mlb,player_derived_stats.player_derived_stats_player_id_game_id_key,INDEX,,,,,,,"CREATE UNIQUE INDEX player_derived_stats_player_id_game_id_key ON mlb.player_derived_stats USING btree (player_id, game_id)",,,,,,,,,,
mlb,player_derived_stats.player_derived_stats_unique_key,INDEX,,,,,,,"CREATE UNIQUE INDEX player_derived_stats_unique_key ON mlb.player_derived_stats USING btree (player_id, game_id, game_date)",,,,,,,,,,
mlb,player_derived_stats.player_game_unique,INDEX,,,,,,,"CREATE UNIQUE INDEX player_game_unique ON mlb.player_derived_stats USING btree (player_id, game_date)",,,,,,,,,,
mlb,player_ids.player_ids_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX player_ids_pkey ON mlb.player_ids USING btree (id),,,,,,,,,,
mlb,player_ids.player_ids_player_id_key,INDEX,,,,,,,CREATE UNIQUE INDEX player_ids_player_id_key ON mlb.player_ids USING btree (player_id),,,,,,,,,,
mlb,player_ids.player_ids_player_id_unique,INDEX,,,,,,,CREATE UNIQUE INDEX player_ids_player_id_unique ON mlb.player_ids USING btree (player_id),,,,,,,,,,
mlb,player_ids.player_ids_unique_player_team_real,INDEX,,,,,,,"CREATE UNIQUE INDEX player_ids_unique_player_team_real ON mlb.player_ids USING btree (player_name, team) WHERE (is_placeholder = false)",,,,,,,,,,
mlb,player_ids.unique_player_team,INDEX,,,,,,,"CREATE UNIQUE INDEX unique_player_team ON mlb.player_ids USING btree (player_name, team)",,,,,,,,,,
mlb,player_profiles_cache.player_profiles_cache_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX player_profiles_cache_pkey ON mlb.player_profiles_cache USING btree (player_id),,,,,,,,,,
mlb,player_profiles_cache.player_profiles_cache_player_id_idx,INDEX,,,,,,,CREATE INDEX player_profiles_cache_player_id_idx ON mlb.player_profiles_cache USING btree (player_id),,,,,,,,,,
mlb,player_props.player_props_game_id_idx,INDEX,,,,,,,CREATE INDEX player_props_game_id_idx ON mlb.player_props USING btree (game_id),,,,,,,,,,
mlb,player_props.player_props_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX player_props_pkey ON mlb.player_props USING btree (id),,,,,,,,,,
mlb,player_props.player_props_player_id_idx,INDEX,,,,,,,CREATE INDEX player_props_player_id_idx ON mlb.player_props USING btree (player_id),,,,,,,,,,
mlb,player_props.uq_player_props_by_src_value,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_player_props_by_src_value ON mlb.player_props USING btree (prop_source, player_id, game_id, prop_type, prop_value)",,,,,,,,,,
mlb,player_stats.idx_player_stats_bat_order,INDEX,,,,,,,"CREATE INDEX idx_player_stats_bat_order ON mlb.player_stats USING btree (player_id, game_date, game_id)",,,,,,,,,,
mlb,player_stats.idx_ps_pid_gdate_pos,INDEX,,,,,,,"CREATE INDEX idx_ps_pid_gdate_pos ON mlb.player_stats USING btree (player_id, game_date DESC) WHERE (""position"" IS NOT NULL)",,,,,,,,,,
mlb,player_stats.idx_ps_player_date,INDEX,,,,,,,"CREATE INDEX idx_ps_player_date ON mlb.player_stats USING btree (player_id, game_date)",,,,,,,,,,
mlb,player_stats.player_stats_game_player_idx,INDEX,,,,,,,"CREATE INDEX player_stats_game_player_idx ON mlb.player_stats USING btree (game_id, player_id)",,,,,,,,,,
mlb,player_stats.player_stats_game_player_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX player_stats_game_player_uniq ON mlb.player_stats USING btree (game_id, player_id)",,,,,,,,,,
mlb,player_stats.player_stats_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX player_stats_pkey ON mlb.player_stats USING btree (player_id, game_id)",,,,,,,,,,
mlb,player_stats.player_stats_player_id_idx,INDEX,,,,,,,CREATE INDEX player_stats_player_id_idx ON mlb.player_stats USING btree (player_id),,,,,,,,,,
mlb,player_stats.player_stats_starter_candidates_idx,INDEX,,,,,,,"CREATE INDEX player_stats_starter_candidates_idx ON mlb.player_stats USING btree (game_id, team, player_id) WHERE ((""position"" = 'P'::text) AND (strikeouts_pitching IS NOT NULL))",,,,,,,,,,
mlb,player_stats.ps_ix_player_game,INDEX,,,,,,,"CREATE INDEX ps_ix_player_game ON mlb.player_stats USING btree (player_id, game_id)",,,,,,,,,,
mlb,player_streak_history.idx_psh_pid_gdate,INDEX,,,,,,,"CREATE INDEX idx_psh_pid_gdate ON mlb.player_streak_history USING btree (player_id, game_date)",,,,,,,,,,
mlb,player_streak_history.idx_psh_pid_gid_prop,INDEX,,,,,,,"CREATE INDEX idx_psh_pid_gid_prop ON mlb.player_streak_history USING btree (player_id, game_id, prop_type)",,,,,,,,,,
mlb,player_streak_history.player_streak_history_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX player_streak_history_pkey ON mlb.player_streak_history USING btree (player_id, game_id, prop_type, prop_source)",,,,,,,,,,
mlb,player_streak_profiles.player_streak_profiles_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX player_streak_profiles_pkey ON mlb.player_streak_profiles USING btree (id),,,,,,,,,,
mlb,player_streak_profiles.player_streak_profiles_player_id_prop_type_idx,INDEX,,,,,,,"CREATE INDEX player_streak_profiles_player_id_prop_type_idx ON mlb.player_streak_profiles USING btree (player_id, prop_type)",,,,,,,,,,
mlb,player_streak_profiles.unique_player_prop_source,INDEX,,,,,,,"CREATE UNIQUE INDEX unique_player_prop_source ON mlb.player_streak_profiles USING btree (player_id, prop_type, prop_source)",,,,,,,,,,
mlb,player_streak_profiles.unique_player_prop_streak,INDEX,,,,,,,"CREATE UNIQUE INDEX unique_player_prop_streak ON mlb.player_streak_profiles USING btree (player_id, prop_type, prop_source)",,,,,,,,,,
mlb,player_team_by_game.player_team_by_game_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX player_team_by_game_pkey ON mlb.player_team_by_game USING btree (player_id, game_id)",,,,,,,,,,
mlb,prop_features_precomputed.idx_pfp_by_game,INDEX,,,,,,,"CREATE INDEX idx_pfp_by_game ON mlb.prop_features_precomputed USING btree (game_id, prop_type)",,,,,,,,,,
mlb,prop_features_precomputed.idx_pfp_by_player_date,INDEX,,,,,,,"CREATE INDEX idx_pfp_by_player_date ON mlb.prop_features_precomputed USING btree (player_id, game_date)",,,,,,,,,,
mlb,prop_features_precomputed.prop_features_precomputed_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX prop_features_precomputed_pkey ON mlb.prop_features_precomputed USING btree (prop_type, player_id, game_id, feature_set_tag)",,,,,,,,,,
mlb,today_market_snapshot.idx_today_market_snapshot_key,INDEX,,,,,,,"CREATE UNIQUE INDEX idx_today_market_snapshot_key ON mlb.today_market_snapshot USING btree (player_id, game_id, prop_type, line)",,,,,,,,,,
mlb,today_market_timing_signal.idx_today_market_timing_signal_key,INDEX,,,,,,,"CREATE UNIQUE INDEX idx_today_market_timing_signal_key ON mlb.today_market_timing_signal USING btree (player_id, game_id, prop_type, line)",,,,,,,,,,
mlb,today_odds_book_rows.idx_today_odds_book,INDEX,,,,,,,"CREATE INDEX idx_today_odds_book ON mlb.today_odds_book_rows USING btree (slate_date, bookmaker_key)",,,,,,,,,,
mlb,today_odds_book_rows.idx_today_odds_key,INDEX,,,,,,,"CREATE INDEX idx_today_odds_key ON mlb.today_odds_book_rows USING btree (slate_date, game_id, player_id, prop_type, line, snapshot_ts)",,,,,,,,,,
mlb,today_player_context.idx_today_player_context_key,INDEX,,,,,,,"CREATE UNIQUE INDEX idx_today_player_context_key ON mlb.today_player_context USING btree (player_id, prop_type)",,,,,,,,,,
mlb,today_slate_rows.idx_today_slate_key,INDEX,,,,,,,"CREATE INDEX idx_today_slate_key ON mlb.today_slate_rows USING btree (slate_date, game_id, player_id, prop_type, line)",,,,,,,,,,
mlb,today_wide_rows.idx_today_wide_key,INDEX,,,,,,,"CREATE INDEX idx_today_wide_key ON mlb.today_wide_rows USING btree (slate_date, game_id, player_id, prop_type)",,,,,,,,,,
mlb,today_workspace_mlb.idx_today_workspace_mlb_key,INDEX,,,,,,,"CREATE UNIQUE INDEX idx_today_workspace_mlb_key ON mlb.today_workspace_mlb USING btree (player_id, game_id, prop_type, line, side)",,,,,,,,,,
nhl,backfill_progress.backfill_progress_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX backfill_progress_pkey ON nhl.backfill_progress USING btree (task),,,,,,,,,,
nhl,blocked_shot_events.blocked_shot_events_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX blocked_shot_events_pkey ON nhl.blocked_shot_events USING btree (game_id, event_id)",,,,,,,,,,
nhl,blocked_shot_events.idx_nhl_blocked_shot_events_blocking_team,INDEX,,,,,,,"CREATE INDEX idx_nhl_blocked_shot_events_blocking_team ON nhl.blocked_shot_events USING btree (blocking_team_id, game_date)",,,,,,,,,,
nhl,blocked_shot_events.idx_nhl_blocked_shot_events_game_date,INDEX,,,,,,,CREATE INDEX idx_nhl_blocked_shot_events_game_date ON nhl.blocked_shot_events USING btree (game_date),,,,,,,,,,
nhl,blocked_shot_events.idx_nhl_blocked_shot_events_shooter_pos,INDEX,,,,,,,"CREATE INDEX idx_nhl_blocked_shot_events_shooter_pos ON nhl.blocked_shot_events USING btree (blocking_team_id, shooter_position_bucket, game_date)",,,,,,,,,,
nhl,blocked_shot_events.idx_nhl_blocked_shot_events_shooting_team,INDEX,,,,,,,"CREATE INDEX idx_nhl_blocked_shot_events_shooting_team ON nhl.blocked_shot_events USING btree (shooting_team_id, game_date)",,,,,,,,,,
nhl,data_quality_audit.data_quality_audit_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX data_quality_audit_pkey ON nhl.data_quality_audit USING btree (audit_date, check_name)",,,,,,,,,,
nhl,eval_sog_daily.eval_sog_daily_game_date_idx,INDEX,,,,,,,CREATE INDEX eval_sog_daily_game_date_idx ON nhl.eval_sog_daily USING btree (game_date),,,,,,,,,,
nhl,eval_sog_daily.eval_sog_daily_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX eval_sog_daily_pkey ON nhl.eval_sog_daily USING btree (game_date, model_family, model_version, line, segment_type, segment_value)",,,,,,,,,,
nhl,eval_sog_daily.eval_sog_daily_segment_idx,INDEX,,,,,,,"CREATE INDEX eval_sog_daily_segment_idx ON nhl.eval_sog_daily USING btree (segment_type, segment_value)",,,,,,,,,,
nhl,game_manpower_segments.game_manpower_segments_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX game_manpower_segments_pkey ON nhl.game_manpower_segments USING btree (game_id, period, start_sec, end_sec, pp_team_id)",,,,,,,,,,
nhl,game_manpower_segments.ix_game_manpower_segments_game,INDEX,,,,,,,CREATE INDEX ix_game_manpower_segments_game ON nhl.game_manpower_segments USING btree (game_id),,,,,,,,,,
nhl,game_manpower_segments.ix_game_manpower_segments_team,INDEX,,,,,,,"CREATE INDEX ix_game_manpower_segments_team ON nhl.game_manpower_segments USING btree (pp_team_id, pk_team_id)",,,,,,,,,,
nhl,games.games_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX games_pkey ON nhl.games USING btree (game_id),,,,,,,,,,
nhl,games.games_unique_short,INDEX,,,,,,,"CREATE UNIQUE INDEX games_unique_short ON nhl.games USING btree (season, short_game_id)",,,,,,,,,,
nhl,games.idx_games_game_id_date,INDEX,,,,,,,"CREATE INDEX idx_games_game_id_date ON nhl.games USING btree (game_id, game_date)",,,,,,,,,,
nhl,games.idx_games_season_short,INDEX,,,,,,,"CREATE INDEX idx_games_season_short ON nhl.games USING btree (season, short_game_id)",,,,,,,,,,
nhl,games.idx_games_teams_date,INDEX,,,,,,,"CREATE INDEX idx_games_teams_date ON nhl.games USING btree (game_date, home_team_id, away_team_id)",,,,,,,,,,
nhl,games_season_audit.games_season_audit_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX games_season_audit_pkey ON nhl.games_season_audit USING btree (audit_id),,,,,,,,,,
nhl,games_write_audit.games_write_audit_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX games_write_audit_pkey ON nhl.games_write_audit USING btree (audit_id),,,,,,,,,,
nhl,goalie_game_logs_raw.goalie_game_logs_raw_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX goalie_game_logs_raw_pkey ON nhl.goalie_game_logs_raw USING btree (player_id, game_id)",,,,,,,,,,
nhl,goalie_game_logs_raw.goalie_logs_game_idx,INDEX,,,,,,,CREATE INDEX goalie_logs_game_idx ON nhl.goalie_game_logs_raw USING btree (game_id),,,,,,,,,,
nhl,goalie_game_logs_raw.goalie_logs_opp_idx,INDEX,,,,,,,CREATE INDEX goalie_logs_opp_idx ON nhl.goalie_game_logs_raw USING btree (opponent_id),,,,,,,,,,
nhl,goalie_game_logs_raw.goalie_logs_team_idx,INDEX,,,,,,,CREATE INDEX goalie_logs_team_idx ON nhl.goalie_game_logs_raw USING btree (team_id),,,,,,,,,,
nhl,goalie_game_logs_raw.idx_goalie_raw_game_id,INDEX,,,,,,,CREATE INDEX idx_goalie_raw_game_id ON nhl.goalie_game_logs_raw USING btree (game_id),,,,,,,,,,
nhl,goalie_game_logs_raw.idx_goalie_raw_player_date,INDEX,,,,,,,"CREATE INDEX idx_goalie_raw_player_date ON nhl.goalie_game_logs_raw USING btree (player_id, game_date)",,,,,,,,,,
nhl,goalie_game_logs_raw.idx_goalie_raw_team_date,INDEX,,,,,,,"CREATE INDEX idx_goalie_raw_team_date ON nhl.goalie_game_logs_raw USING btree (team_id, game_date)",,,,,,,,,,
nhl,goalie_roll_feats_m.goalie_roll_feats_m_uniq,INDEX,,,,,,,"CREATE UNIQUE INDEX goalie_roll_feats_m_uniq ON nhl.goalie_roll_feats_m USING btree (player_id, game_id)",,,,,,,,,,
nhl,goalie_rolling_agg.goalie_roll_idx,INDEX,,,,,,,CREATE INDEX goalie_roll_idx ON nhl.goalie_rolling_agg USING btree (game_id),,,,,,,,,,
nhl,goalie_rolling_agg.goalie_rolling_agg_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX goalie_rolling_agg_pkey ON nhl.goalie_rolling_agg USING btree (player_id, game_id)",,,,,,,,,,
nhl,goalies2023_stage.ix_goalies2023_stage_player_season,INDEX,,,,,,,"CREATE INDEX ix_goalies2023_stage_player_season ON nhl.goalies2023_stage USING btree (((playerid)::bigint), ((season)::integer))",,,,,,,,,,
nhl,goalies_szn_sit.gss_player_idx,INDEX,,,,,,,CREATE INDEX gss_player_idx ON nhl.goalies_szn_sit USING btree (player_id),,,,,,,,,,
nhl,goalies_szn_sit.gss_player_sit_idx,INDEX,,,,,,,"CREATE INDEX gss_player_sit_idx ON nhl.goalies_szn_sit USING btree (player_id, season, situation)",,,,,,,,,,
nhl,goalies_szn_sit.gss_sit_idx,INDEX,,,,,,,CREATE INDEX gss_sit_idx ON nhl.goalies_szn_sit USING btree (situation),,,,,,,,,,
nhl,goalies_szn_sit.gss_team_idx,INDEX,,,,,,,"CREATE INDEX gss_team_idx ON nhl.goalies_szn_sit USING btree (team_abbr, season)",,,,,,,,,,
nhl,import_goalie_logs_stage.uq_import_goalie_logs_stage_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_import_goalie_logs_stage_player_game ON nhl.import_goalie_logs_stage USING btree (player_id, game_id)",,,,,,,,,,
nhl,import_skater_logs_stage.ux_import_skater_logs_stage_player_game,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_import_skater_logs_stage_player_game ON nhl.import_skater_logs_stage USING btree (player_id, game_id)",,,,,,,,,,
nhl,import_skater_points_stage.import_skater_points_stage_game_idx,INDEX,,,,,,,"CREATE INDEX import_skater_points_stage_game_idx ON nhl.import_skater_points_stage USING btree (game_date, game_id)",,,,,,,,,,
nhl,import_skater_points_stage.import_skater_points_stage_pid_idx,INDEX,,,,,,,CREATE INDEX import_skater_points_stage_pid_idx ON nhl.import_skater_points_stage USING btree (player_id),,,,,,,,,,
nhl,keep_games_filter.keep_games_filter_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX keep_games_filter_pkey ON nhl.keep_games_filter USING btree (game_id),,,,,,,,,,
nhl,pairing_features_store_v2.idx_pairing_store_v2_game_team,INDEX,,,,,,,"CREATE INDEX idx_pairing_store_v2_game_team ON nhl.pairing_features_store_v2 USING btree (game_id, team_id)",,,,,,,,,,
nhl,pairing_features_store_v2.idx_pairing_store_v2_player,INDEX,,,,,,,CREATE INDEX idx_pairing_store_v2_player ON nhl.pairing_features_store_v2 USING btree (player_id),,,,,,,,,,
nhl,pairing_features_store_v2.pairing_features_store_v2_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX pairing_features_store_v2_pkey ON nhl.pairing_features_store_v2 USING btree (game_id, player_id)",,,,,,,,,,
nhl,player_external_ids.ix_player_external_ids_provider,INDEX,,,,,,,CREATE INDEX ix_player_external_ids_provider ON nhl.player_external_ids USING btree (provider),,,,,,,,,,
nhl,player_external_ids.player_external_ids_pkey,INDEX,,,,,,,"CREATE UNIQUE INDEX player_external_ids_pkey ON nhl.player_external_ids USING btree (player_id, provider)",,,,,,,,,,
nhl,player_external_ids.player_external_ids_provider_provider_player_id_key,INDEX,,,,,,,"CREATE UNIQUE INDEX player_external_ids_provider_provider_player_id_key ON nhl.player_external_ids USING btree (provider, provider_player_id)",,,,,,,,,,
nhl,player_external_ids.uq_player_external_ids_player_provider,INDEX,,,,,,,"CREATE UNIQUE INDEX uq_player_external_ids_player_provider ON nhl.player_external_ids USING btree (player_id, provider)",,,,,,,,,,
nhl,player_external_ids.ux_player_external_ids_provider_key,INDEX,,,,,,,"CREATE UNIQUE INDEX ux_player_external_ids_provider_key ON nhl.player_external_ids USING btree (provider, provider_player_id)",,,,,,,,,,
nhl,players.players_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX players_pkey ON nhl.players USING btree (player_id),,,,,,,,,,
nhl,pp_roles_slate.pk_pp_roles_slate,INDEX,,,,,,,"CREATE UNIQUE INDEX pk_pp_roles_slate ON nhl.pp_roles_slate USING btree (game_date, team_id, player_id)",,,,,,,,,,
nhl,predictions.idx_predictions_created,INDEX,,,,,,,CREATE INDEX idx_predictions_created ON nhl.predictions USING btree (created_at),,,,,,,,,,
nhl,predictions.idx_predictions_lookup,INDEX,,,,,,,"CREATE INDEX idx_predictions_lookup ON nhl.predictions USING btree (prop, game_id, player_id, line)",,,,,,,,,,
nhl,predictions.predictions_pkey,INDEX,,,,,,,CREATE UNIQUE INDEX predictions_pkey ON nhl.predictions USING btree (prediction_id),,,,,,,,,,
